word,pos_tag
the,DT
performance,NN
ended,VBD
.,.
We,PRP
asked,VBD
our,PRP$
parents,NNS
where,WRB
to,TO
meet,VB
them,PRP
after,IN
the,DT
concert,NN
.,.
He,PRP
asked,VBD
when,WRB
to,TO
meet,VB
next,JJ
to,TO
discuss,VB
our,PRP$
business,NN
project,NN
.,.
She,PRP
asked,VBD
him,PRP
when,WRB
to,TO
get,VB
together,RB
next,JJ
for,IN
basketball,NN
practice,NN
.,.
She,PRP
asked,VBD
her,PRP
father,NN
which,WDT
song,NN
to,TO
listen,VB
to,TO
.,.
She,PRP
asked,VBD
her,PRP
sister,NN
which,WDT
purse,NN
to,TO
buy,VB
.,.
We,PRP
should,MD
go,VB
back,RB
to,TO
the,DT
information,NN
booth,NN
and,CC
ask,VB
them,PRP
how,WRB
to,TO
get,VB
to,TO
the,DT
movie,NN
theater,NN
.,.
I,PRP
wish,VBP
I,PRP
could,MD
ask,VB
the,DT
author,NN
what,WP
to,TO
expect,VB
next,JJ
",",","
because,IN
I,PRP
am,VBP
dying,VBG
to,TO
know,VB
what,WP
the,DT
fourth,JJ
book,NN
in,IN
the,DT
series,NN
is,VBZ
going,VBG
to,TO
be,VB
like,IN
.,.
I,PRP
asked,VBD
the,DT
professor,NN
where,WRB
to,TO
go,VB
in,IN
order,NN
to,TO
find,VB
a,DT
good,JJ
population,NN
sample,NN
for,IN
my,PRP$
psychology,NN
experiment,NN
.,.
We,PRP
asked,VBD
coach,NN
when,WRB
to,TO
get,VB
together,RB
next,JJ
for,IN
practice,NN
but,CC
he,PRP
did,VBD
n't,RB
give,VB
us,PRP
a,DT
clear,JJ
answer,NN
.,.
He,PRP
asked,VBD
which,WDT
exit,NN
to,TO
take,VB
in,IN
order,NN
to,TO
get,VB
to,TO
Brooklyn,NNP
in,IN
the,DT
shortest,JJS
amount,NN
of,IN
time,NN
.,.
We,PRP
show,VBP
children,NNS
how,WRB
to,TO
be,VB
creative,JJ
.,.
They,PRP
show,VBP
people,NNS
how,WRB
to,TO
act,VB
calmly,RB
.,.
They,PRP
showed,VBD
me,PRP
what,WP
to,TO
look,VB
for,IN
.,.
He,PRP
showed,VBD
me,PRP
what,WP
to,TO
do,VB
.,.
They,PRP
showed,VBD
me,PRP
where,WRB
to,TO
find,VB
the,DT
classroom,NN
.,.
The,DT
student,NN
showed,VBD
me,PRP
where,WRB
to,TO
go,VB
.,.
She,PRP
showed,VBD
him,PRP
where,WRB
to,TO
enter,VB
the,DT
stage,NN
.,.
He,PRP
was,VBD
shown,VBN
how,WRB
to,TO
find,VB
food,NN
.,.
Show,NNP
him,PRP
which,WDT
road,NN
to,TO
take,VB
.,.
They,PRP
showed,VBD
him,PRP
which,WDT
bus,NN
to,TO
take,VB
.,.
My,PRP$
mother,NN
showed,VBD
me,PRP
how,WRB
to,TO
bargain,VB
for,IN
clothes,NNS
.,.
My,PRP$
father,NN
showed,VBD
me,PRP
how,WRB
to,TO
get,VB
my,PRP$
passport,NN
renewed,VBN
.,.
My,PRP$
sister,NN
showed,VBD
me,PRP
what,WP
to,TO
look,VB
for,IN
.,.
My,PRP$
boyfriend,NN
showed,VBD
me,PRP
what,WP
to,TO
buy,VB
for,IN
my,PRP$
ski,JJ
trip,NN
.,.
The,DT
receptionist,NN
showed,VBD
me,PRP
where,WRB
to,TO
go,VB
.,.
The,DT
guide,NN
showed,VBD
us,PRP
where,WRB
to,TO
get,VB
souvenirs,NNS
.,.
She,PRP
showed,VBD
him,PRP
how,WRB
to,TO
thread,VB
a,DT
needle,NN
.,.
They,PRP
showed,VBD
us,PRP
how,WRB
to,TO
restring,VB
our,PRP$
instruments,NNS
.,.
I,PRP
was,VBD
shown,VBN
which,WDT
exit,NN
to,TO
take,VB
.,.
They,PRP
showed,VBD
him,PRP
which,WDT
book,NN
to,TO
read,VB
for,IN
class,NN
.,.
The,DT
lawyer,NN
showed,VBD
his,PRP$
client,NN
how,WRB
to,TO
act,VB
in,IN
court,NN
so,IN
he,PRP
would,MD
gain,VB
more,JJR
sympathy,NN
.,.
My,PRP$
parents,NNS
showed,VBD
me,PRP
what,WP
to,TO
keep,VB
in,IN
my,PRP$
dorm,NN
room,NN
in,IN
order,NN
to,TO
prepare,VB
myself,PRP
for,IN
an,DT
emergency,NN
.,.
She,PRP
showed,VBD
her,PRP
little,JJ
brother,NN
where,WRB
to,TO
get,VB
cheaper,JJR
textbooks,NNS
so,IN
it,PRP
would,MD
n't,RB
be,VB
so,RB
expensive,JJ
.,.
The,DT
coach,NN
showed,VBD
the,DT
basketball,NN
players,NNS
when,WRB
to,TO
go,VB
for,IN
a,DT
three-point,JJ
shot,NN
in,IN
the,DT
middle,NN
of,IN
an,DT
intense,JJ
game,NN
.,.
The,DT
guide,NN
showed,VBD
the,DT
hikers,NNS
which,WDT
route,VBP
to,TO
take,VB
in,IN
order,NN
to,TO
get,VB
the,DT
best,JJS
view,NN
of,IN
the,DT
mountain,NN
.,.
I,PRP
know,VBP
how,WRB
to,TO
make,VB
curry,NN
.,.
He,PRP
does,VBZ
n't,RB
know,VB
how,WRB
to,TO
do,VB
it,PRP
.,.
I,PRP
just,RB
learned,VBD
how,WRB
to,TO
swim,VB
.,.
Please,NNP
show,VB
me,PRP
how,WRB
to,TO
do,VB
it,PRP
.,.
I,PRP
do,VBP
n't,RB
know,VB
how,WRB
to,TO
read,VB
this,DT
map,NN
.,.
Please,NNP
show,VBP
us,PRP
how,WRB
to,TO
make,VB
sushi,NN
.,.
Your,PRP$
dog,NN
does,VBZ
n't,RB
know,VB
how,WRB
to,TO
be,VB
quiet,JJ
!,.
Do,VBP
you,PRP
know,VB
how,WRB
to,TO
play,VB
the,DT
guitar,NN
?,.
I,PRP
taught,VBD
him,PRP
how,WRB
to,TO
whistle,VB
.,.
I,PRP
know,VBP
how,WRB
to,TO
get,VB
to,TO
Shibuya,NNP
.,.
Do,VB
you,PRP
know,VB
how,WRB
to,TO
make,VB
a,DT
call,NN
on,IN
this,DT
phone,NN
?,.
You,PRP
know,VBP
just,RB
how,WRB
to,TO
make,VB
me,PRP
laugh,IN
!,.
I,PRP
do,VBP
n't,RB
know,VB
how,WRB
to,TO
make,VB
this,DT
any,DT
clearer,NN
.,.
This,DT
article,NN
talks,VBZ
about,IN
how,WRB
to,TO
deal,VB
with,IN
aggressive,JJ
dogs,NNS
.,.
He,PRP
did,VBD
n't,RB
know,VB
how,WRB
to,TO
handle,VB
the,DT
problem,NN
.,.
We,PRP
learned,VBD
how,WRB
to,TO
predict,VB
typhoons,NNS
.,.
I,PRP
do,VBP
n't,RB
know,VB
how,WRB
to,TO
describe,VB
how,WRB
funny,JJ
he,PRP
looked,VBD
.,.
His,PRP$
father,NN
taught,VBD
her,PRP$
how,WRB
to,TO
build,VB
boats,NNS
.,.
Could,MD
you,PRP
show,VB
me,PRP
how,WRB
to,TO
use,VB
this,DT
ATM,NNP
machine,NN
?,.
This,DT
class,NN
teaches,VBZ
students,NNS
how,WRB
to,TO
deal,VB
with,IN
everyday,JJ
situations,NNS
.,.
I,PRP
wish,VBP
I,PRP
knew,VBD
how,WRB
to,TO
make,VB
more,JJR
Japanese,JJ
recipes,NNS
.,.
She,PRP
was,VBD
n't,RB
sure,JJ
how,WRB
to,TO
respond,VB
to,TO
his,PRP$
angry,JJ
email,NN
.,.
I,PRP
do,VBP
n't,RB
know,VB
how,WRB
to,TO
post,VB
messages,NNS
on,IN
Twitter,NNP
.,.
Most,JJS
people,NNS
want,VBP
to,TO
know,VB
how,WRB
to,TO
avoid,VB
paying,VBG
such,JJ
high,JJ
taxes,NNS
.,.
Learning,VBG
how,WRB
to,TO
handle,VB
employees,NNS
is,VBZ
difficult,JJ
for,IN
many,JJ
managers,NNS
.,.
It,PRP
is,VBZ
critically,RB
important,JJ
to,TO
know,VB
how,WRB
to,TO
keep,VB
your,PRP$
feet,NNS
dry,JJ
when,WRB
hiking,VBG
and,CC
camping,VBG
.,.
Figuring,VBG
out,RP
how,WRB
to,TO
sort,VB
so,RB
many,JJ
categories,NNS
of,IN
garbage,NN
and,CC
recycling,VBG
takes,VBZ
effort,NN
.,.
There,EX
are,VBP
people,NNS
available,JJ
in,IN
the,DT
office,NN
to,TO
help,VB
foreigners,NNS
understand,VB
how,WRB
to,TO
complete,VB
the,DT
questionnaire,NN
in,IN
Japanese,JJ
.,.
I,PRP
'm,VBP
not,RB
sure,JJ
I,PRP
could,MD
ever,RB
learn,VB
how,WRB
to,TO
live,VB
happily,RB
on,IN
a,DT
boat,NN
.,.
There,EX
are,VBP
books,NNS
that,IN
describe,VBZ
how,WRB
to,TO
live,VB
on,IN
very,RB
little,JJ
money,NN
each,DT
day,NN
when,WRB
travelling,VBG
abroad,RB
.,.
It,PRP
is,VBZ
often,RB
difficult,JJ
to,TO
know,VB
how,WRB
to,TO
tell,VB
if,IN
someone,NN
is,VBZ
lying,VBG
or,CC
not,RB
.,.
Many,JJ
people,NNS
do,VBP
not,RB
know,VB
how,WRB
to,TO
write,VB
an,DT
appropriate,JJ
",",","
formal,JJ
business,NN
letter,NN
in,IN
an,DT
email,JJ
format,NN
.,.
The,DT
seminar,NN
was,VBD
on,IN
how,WRB
to,TO
run,VB
small,JJ
and,CC
medium,JJ
sized,VBN
companies,NNS
and,CC
included,VBD
a,DT
lot,NN
of,IN
information,NN
on,IN
taxation,NN
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
go,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
begin,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
look,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
eat,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
put,VB
my,PRP$
umbrella,NN
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
send,VB
this,DT
letter,NN
.,.
The,DT
driver,NN
did,VBD
n't,RB
know,VB
where,WRB
to,TO
turn,VB
.,.
We,PRP
did,VBD
n't,RB
know,VB
where,WRB
to,TO
park,VB
.,.
Do,VB
you,PRP
know,VB
where,WRB
to,TO
find,VB
it,PRP
?,.
The,DT
guests,NNS
did,VBD
n't,RB
know,VB
where,WRB
to,TO
sit,VB
.,.
The,DT
tourists,NNS
had,VBD
no,DT
idea,NN
about,RB
where,WRB
to,TO
stay,VB
.,.
I,PRP
can,MD
tell,VB
you,PRP
where,WRB
to,TO
exchange,VB
foreign,JJ
currency,NN
.,.
I,PRP
found,VBD
a,DT
website,NN
describing,VBG
where,WRB
to,TO
spend,VB
bitcoins,NNS
.,.
I,PRP
asked,VBD
for,IN
directions,NNS
on,IN
where,WRB
to,TO
catch,VB
the,DT
bus,NN
.,.
We,PRP
have,VBP
been,VBN
discussing,VBG
where,WRB
to,TO
spend,VB
our,PRP$
next,JJ
holiday,NN
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
locate,VB
the,DT
nearest,JJS
post,NN
office,NN
.,.
I,PRP
could,MD
not,RB
decide,VB
where,WRB
to,TO
sit,VB
in,IN
the,DT
crowded,JJ
room,NN
.,.
There,EX
was,VBD
an,DT
email,NN
about,IN
where,WRB
to,TO
meet,VB
and,CC
when,WRB
.,.
The,DT
pattern,NN
shows,VBZ
you,PRP
where,WRB
to,TO
cut,VB
the,DT
material,NN
.,.
Students,NNS
were,VBD
asking,VBG
me,PRP
where,WRB
to,TO
apply,VB
for,IN
the,DT
job,NN
.,.
The,DT
story,NN
was,VBD
so,RB
complicated,VBN
that,IN
no,DT
one,NN
knew,VBD
where,WRB
to,TO
begin,VB
.,.
Our,PRP$
local,JJ
government,NN
sends,VBZ
out,RP
notices,NNS
to,TO
all,DT
residents,NNS
about,IN
where,WRB
to,TO
go,VB
if,IN
there,EX
is,VBZ
a,DT
major,JJ
earthquake,NN
.,.
My,PRP$
friend,NN
from,IN
Canada,NNP
was,VBD
asking,VBG
me,PRP
about,IN
where,WRB
to,TO
get,VB
a,DT
rail,NN
pass,NN
.,.
There,EX
are,VBP
so,RB
many,JJ
good,JJ
restaurants,NNS
in,IN
my,PRP$
area,NN
that,IN
it,PRP
is,VBZ
hard,JJ
to,TO
decide,VB
where,WRB
to,TO
eat,VB
.,.
We,PRP
looked,VBD
everywhere,RB
",",","
but,CC
did,VBD
n't,RB
know,VB
where,WRB
to,TO
find,VB
that,IN
particular,JJ
brand,NN
of,IN
beer,NN
.,.
This,DT
room,NN
was,VBD
such,JJ
a,DT
mess,NN
that,IN
I,PRP
did,VBD
n't,RB
know,VB
where,WRB
to,TO
begin,VB
so,RB
I,PRP
just,RB
gave,VBD
up,RP
!,.
Sometimes,RB
projects,NNS
are,VBP
so,RB
overwhelming,JJ
that,IN
it,PRP
is,VBZ
difficult,JJ
to,TO
know,VB
where,WRB
to,TO
start,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
where,WRB
to,TO
find,VB
a,DT
new,JJ
leather,NN
band,NN
for,IN
my,PRP$
watch,NN
.,.
Some,DT
chess,NN
players,NNS
are,VBP
using,VBG
AI,NNP
(,(
artificial,JJ
intelligence,NN
),)
to,TO
learn,VB
where,WRB
to,TO
place,VB
their,PRP$
pieces,NNS
.,.
There,EX
is,VBZ
a,DT
note,NN
on,IN
the,DT
back,NN
of,IN
the,DT
card,NN
telling,NN
you,PRP
where,WRB
to,TO
call,VB
for,IN
help,NN
if,IN
you,PRP
have,VBP
a,DT
problem,NN
.,.
Do,VBP
n't,RB
tell,VB
me,PRP
what,WP
to,TO
do,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
what,WP
to,TO
say,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
what,WP
to,TO
do,VB
.,.
He,PRP
ca,MD
n't,RB
decide,VB
what,WP
to,TO
buy,VB
.,.
I,PRP
know,VBP
what,WP
you,PRP
want,VBP
to,TO
say,VB
.,.
I,PRP
know,VBP
what,WP
to,TO
do,VB
next,RB
.,.
She,PRP
does,VBZ
n't,RB
know,VB
what,WP
to,TO
buy,VB
.,.
The,DT
dog,NN
did,VBD
n't,RB
know,VB
what,WP
to,TO
eat,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
what,WP
to,TO
read,VB
next,JJ
.,.
I,PRP
do,VBP
n't,RB
know,VB
what,WP
to,TO
give,VB
her,PRP
.,.
I,PRP
do,VBP
n't,RB
know,VB
what,WP
to,TO
do,VB
about,IN
this,DT
problem,NN
.,.
He,PRP
is,VBZ
n't,RB
sure,JJ
what,WP
to,TO
give,VB
her,PRP$
for,IN
her,PRP$
birthday,NN
.,.
I,PRP
honestly,RB
do,VBP
n't,RB
know,VB
what,WP
to,TO
think,VB
about,IN
that,DT
idea,NN
.,.
He,PRP
ca,MD
n't,RB
decide,VB
what,WP
to,TO
do,VB
for,IN
work,NN
next,JJ
year,NN
.,.
Our,PRP$
kids,NNS
have,VBP
trouble,NN
deciding,VBG
what,WP
to,TO
wear,VB
to,TO
school,NN
.,.
I,PRP
do,VBP
n't,RB
know,VB
what,WP
to,TO
do,VB
about,IN
those,DT
noisy,JJ
neighbors,NNS
.,.
I,PRP
never,RB
know,VBP
what,WP
to,TO
wear,VB
to,TO
these,DT
formal,JJ
events,NNS
.,.
I,PRP
'm,VBP
at,IN
a,DT
loss,NN
about,IN
what,WP
to,TO
do,VB
.,.
Do,VB
you,PRP
know,VB
what,WP
to,TO
do,VB
in,IN
an,DT
emergency,NN
?,.
Have,VBP
you,PRP
decided,VBD
what,WP
to,TO
do,VB
yet,RB
?,.
I,PRP
have,VBP
a,DT
pile,NN
of,IN
great,JJ
books,NNS
but,CC
ca,MD
n't,RB
decide,VB
what,WP
to,TO
read,VB
next,JJ
.,.
Do,VB
you,PRP
know,VB
what,WP
to,TO
say,VB
if,IN
you,PRP
are,VBP
stopped,VBN
by,IN
the,DT
police,NN
?,.
When,WRB
the,DT
dog,NN
barked,VBD
at,IN
the,DT
door,NN
and,CC
whined,VBD
",",","
she,PRP
knew,VBD
exactly,RB
what,WP
to,TO
do,VB
.,.
The,DT
community,NN
did,VBD
not,RB
know,VB
what,WP
to,TO
think,VB
about,IN
the,DT
new,JJ
proposed,VBN
rules,NNS
on,IN
using,VBG
bicycles,NNS
.,.
The,DT
editor,NN
decides,VBZ
what,WP
to,TO
publish,VB
and,CC
what,WP
not,RB
to,TO
publish,VB
in,IN
the,DT
newspaper,NN
.,.
The,DT
city,NN
government,NN
did,VBD
n't,RB
know,VB
what,WP
to,TO
do,VB
with,IN
all,PDT
the,DT
international,JJ
aid,NN
coming,VBG
in,IN
",",","
so,RB
many,JJ
supplies,NNS
were,VBD
left,VBN
rotting,VBG
at,IN
the,DT
airport,NN
.,.
We,PRP
have,VBP
to,TO
figure,VB
out,RP
what,WP
to,TO
do,VB
about,IN
the,DT
power,NN
until,IN
the,DT
generator,NN
is,VBZ
fixed,VBN
.,.
We,PRP
consulted,VBD
several,JJ
experts,NNS
about,IN
what,WP
to,TO
do,VB
with,IN
the,DT
pest,NN
problem,NN
.,.
It,PRP
is,VBZ
difficult,JJ
for,IN
foreigners,NNS
to,TO
understand,VB
what,WP
to,TO
do,VB
during,IN
special,JJ
ceremonies,NNS
such,JJ
as,IN
graduations,NNS
and,CC
weddings,NNS
.,.
With,IN
so,RB
many,JJ
conflicting,VBG
stories,NNS
",",","
it,PRP
's,VBZ
impossible,JJ
to,TO
know,VB
what,WP
to,TO
believe,VB
.,.
Let,VB
me,PRP
know,VB
when,WRB
to,TO
turn,VB
.,.
Tell,NNP
him,PRP
when,WRB
to,TO
stop,VB
.,.
I,PRP
'm,VBP
not,RB
sure,JJ
when,WRB
to,TO
use,VB
this,DT
unusual,JJ
fork,NN
.,.
Let,VB
me,PRP
know,VB
when,WRB
to,TO
call,VB
.,.
I,PRP
do,VBP
n't,RB
know,VB
when,WRB
to,TO
start,VB
.,.
He,PRP
does,VBZ
n't,RB
know,VB
when,WRB
to,TO
keep,VB
quiet,NN
.,.
He,PRP
did,VBD
n't,RB
know,VB
when,WRB
to,TO
leave,VB
.,.
Please,NNP
tell,VB
me,PRP
when,WRB
to,TO
apply,VB
.,.
Let,VB
us,PRP
know,VB
when,WRB
to,TO
leave,VB
.,.
Good,JJ
card,NN
players,NNS
know,VBP
when,WRB
to,TO
quit,VB
.,.
My,PRP$
dog,NN
does,VBZ
n't,RB
know,VB
when,WRB
to,TO
stop,VB
barking,NN
.,.
Please,NNP
let,VBD
us,PRP
know,VB
when,WRB
to,TO
expect,VB
your,PRP$
reply,NN
.,.
She,PRP
did,VBD
n't,RB
know,VB
when,WRB
to,TO
stop,VB
and,CC
insulted,JJ
everyone,NN
.,.
I,PRP
did,VBD
n't,RB
know,VB
when,WRB
to,TO
turn,VB
so,RB
I,PRP
missed,VBD
my,PRP$
exit,NN
.,.
They,PRP
did,VBD
n't,RB
know,VB
when,WRB
to,TO
stop,VB
drinking,NN
and,CC
got,VBD
very,RB
sick,JJ
.,.
They,PRP
did,VBD
n't,RB
know,VB
when,WRB
to,TO
make,VB
the,DT
announcement,NN
.,.
The,DT
manual,JJ
explains,NNS
when,WRB
to,TO
change,VB
the,DT
oil,NN
.,.
This,DT
tells,VBZ
you,PRP
when,WRB
to,TO
replace,VB
the,DT
batteries,NNS
.,.
We,PRP
were,VBD
discussing,VBG
when,WRB
to,TO
schedule,VB
the,DT
next,JJ
meeting,NN
.,.
This,DT
explains,VBZ
how,WRB
and,CC
when,WRB
to,TO
treat,VB
injuries,NNS
.,.
There,EX
will,MD
be,VB
an,DT
announcement,NN
to,TO
let,VB
us,PRP
know,VB
when,WRB
to,TO
board,NN
the,DT
plane,NN
.,.
Unless,IN
you,PRP
want,VBP
people,NNS
waking,VBG
you,PRP
at,IN
night,NN
",",","
be,VB
clear,JJ
with,IN
them,PRP
about,RB
when,WRB
to,TO
call,VB
.,.
The,DT
instructions,NNS
are,VBP
clear,JJ
about,IN
when,WRB
to,TO
shut,VB
off,RP
the,DT
valve,NN
and,CC
how,WRB
to,TO
do,VB
this,DT
.,.
If,IN
you,PRP
are,VBP
not,RB
sure,JJ
about,IN
when,WRB
to,TO
apply,VB
",",","
check,VB
the,DT
website,NN
.,.
My,PRP$
husband,NN
watches,VBZ
the,DT
real,JJ
estate,NN
market,NN
carefully,RB
so,RB
he,PRP
knows,VBZ
when,WRB
to,TO
buy,VB
to,TO
get,VB
a,DT
good,JJ
deal,NN
.,.
It,PRP
's,VBZ
important,JJ
to,TO
know,VB
when,WRB
to,TO
negotiate,VB
and,CC
when,WRB
to,TO
walk,VB
away,RB
from,IN
a,DT
deal,NN
.,.
I,PRP
asked,VBD
the,DT
bus,NN
driver,NN
to,TO
tell,VB
me,PRP
when,WRB
to,TO
get,VB
off,RP
.,.
He,PRP
knows,VBZ
best,RB
when,WRB
to,TO
plant,NN
each,DT
kind,NN
of,IN
flower,NN
and,CC
vegetable,NN
.,.
It,PRP
can,MD
be,VB
difficult,JJ
to,TO
gauge,VB
when,WRB
to,TO
sell,VB
your,PRP$
house,NN
to,TO
get,VB
the,DT
best,JJS
price,NN
.,.
I,PRP
went,VBD
to,TO
my,PRP$
friend,NN
's,POS
church,NN
but,CC
was,VBD
confused,VBN
about,RB
when,WRB
to,TO
stand,VB
and,CC
when,WRB
to,TO
sit,VB
down,RP
.,.
I,PRP
wish,VBP
it,PRP
was,VBD
Sunday,NNP
.,.
I,PRP
wish,VBP
it,PRP
was,VBD
n't,RB
Monday,NNP
!,.
I,PRP
wish,VBP
it,PRP
was,VBD
Friday,NNP
.,.
I,PRP
wish,VBP
you,PRP
were,VBD
here,RB
.,.
I,PRP
wish,VBP
I,PRP
was,VBD
rich,JJ
.,.
I,PRP
wish,VBP
you,PRP
were,VBD
my,PRP$
sister,NN
.,.
I,PRP
wish,VBP
I,PRP
were,VBD
smarter,RB
.,.
I,PRP
wish,VBP
this,DT
phone,NN
was,VBD
cheaper,JJR
.,.
I,PRP
wish,VBP
we,PRP
were,VBD
richer,RB
.,.
I,PRP
wish,VBP
this,DT
was,VBD
over,IN
.,.
I,PRP
wish,VBP
I,PRP
were,VBD
young,JJ
.,.
I,PRP
wish,VBP
my,PRP$
parents,NNS
were,VBD
still,RB
alive,JJ
.,.
I,PRP
wish,VBP
those,DT
politicians,NNS
were,VBD
better,JJR
at,IN
making,VBG
laws,NNS
.,.
Do,VBP
you,PRP
ever,RB
wish,VB
you,PRP
were,VBD
someone,NN
else,RB
?,.
I,PRP
wish,VBP
it,PRP
were,VBD
possible,JJ
to,TO
time,NN
travel,NN
.,.
I,PRP
wish,VBP
we,PRP
were,VBD
young,JJ
again,RB
and,CC
able,JJ
to,TO
make,VB
better,JJR
decisions,NNS
.,.
I,PRP
wish,VBP
I,PRP
was,VBD
there,RB
to,TO
help,VB
you,PRP
through,IN
this,DT
terrible,JJ
time,NN
.,.
I,PRP
wish,VBP
she,PRP
was,VBD
happier,RBR
in,IN
her,PRP$
new,JJ
apartment,NN
.,.
I,PRP
wish,VBP
your,PRP$
father,NN
was,VBD
here,RB
to,TO
see,VB
you,PRP
graduate,VBP
.,.
I,PRP
wish,VBP
we,PRP
were,VBD
all,DT
together,RB
again,RB
for,IN
one,CD
last,JJ
dinner,NN
.,.
I,PRP
wish,VBD
he,PRP
was,VBD
not,RB
in,IN
charge,NN
of,IN
the,DT
school,NN
.,.
I,PRP
wish,VBP
I,PRP
was,VBD
floating,VBG
on,IN
calm,JJ
blue,JJ
water,NN
below,IN
a,DT
beautiful,JJ
sunny,JJ
sky,NN
.,.
I,PRP
wish,VBD
he,PRP
was,VBD
happier,RBR
with,IN
his,PRP$
choice,NN
of,IN
employers,NNS
although,IN
I,PRP
do,VBP
n't,RB
see,VB
what,WP
else,RB
he,PRP
could,MD
have,VB
done,VBN
.,.
I,PRP
wish,VBP
she,PRP
was,VBD
happier,RBR
in,IN
her,PRP$
new,JJ
house,NN
but,CC
she,PRP
says,VBZ
the,DT
neighbors,NNS
are,VBP
really,RB
noisy,JJ
.,.
I,PRP
wish,VBP
my,PRP$
sister,NN
was,VBD
strong,JJ
enough,RB
to,TO
travel,VB
so,IN
she,PRP
could,MD
come,VB
here,RB
to,TO
visit,VB
us,PRP
.,.
I,PRP
wish,VBP
her,PRP$
husband,NN
was,VBD
not,RB
dying,VBG
of,IN
this,DT
very,RB
painful,JJ
kind,NN
of,IN
cancer,NN
.,.
When,WRB
we,PRP
were,VBD
kids,NNS
",",","
we,PRP
wished,VBD
we,PRP
were,VBD
older,JJR
and,CC
now,RB
that,IN
we,PRP
are,VBP
older,JJR
",",","
we,PRP
wish,VBP
we,PRP
were,VBD
younger,JJR
!,.
I,PRP
wish,VBD
more,RBR
people,NNS
were,VBD
able,JJ
to,TO
contribute,VB
more,RBR
positively,RB
to,TO
their,PRP$
communities,NNS
.,.
I,PRP
wish,VBP
there,EX
was,VBD
a,DT
cure,NN
for,IN
violence,NN
as,IN
though,IN
it,PRP
was,VBD
a,DT
disease,NN
.,.
I,PRP
wish,VBP
you,PRP
were,VBD
here,RB
to,TO
see,VB
how,WRB
fast,JJ
these,DT
kids,NNS
are,VBP
growing,VBG
.,.
I,PRP
wish,VBP
I,PRP
was,VBD
able,JJ
to,TO
do,VB
more,JJR
for,IN
my,PRP$
elderly,JJ
parents,NNS
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
smartphone,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
better,RBR
language,NN
skills,NNS
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
more,JJR
money,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
more,JJR
time,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
car,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
some,DT
cool,JJ
water,NN
to,TO
drink,VB
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
black,JJ
belt,NN
in,IN
aikido,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
friend,NN
.,.
I,PRP
wish,VBP
this,DT
city,NN
had,VBD
better,JJR
trains,NNS
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
more,JJR
time,NN
to,TO
read,VB
.,.
I,PRP
wish,VBP
we,PRP
had,VBD
less,JJR
junk,NN
in,IN
our,PRP$
house,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
someone,NN
I,PRP
could,MD
talk,VB
to,TO
about,IN
this,DT
.,.
I,PRP
wish,VBP
we,PRP
had,VBD
some,DT
fresh,JJ
berries,NNS
for,IN
our,PRP$
breakfast,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
chance,NN
to,TO
get,VB
to,TO
know,VB
your,PRP$
family,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
chance,NN
to,TO
finish,VB
this,DT
work,NN
before,IN
the,DT
weekend,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
some,DT
aspirin,NN
for,IN
this,DT
massive,JJ
headache,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
way,NN
to,TO
make,VB
more,JJR
money,NN
for,IN
my,PRP$
family,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
pet,NN
to,TO
keep,VB
me,PRP
company,NN
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
more,JJR
vacation,NN
days,NNS
so,RB
I,PRP
could,MD
go,VB
with,IN
you,PRP
.,.
I,PRP
wish,JJ
she,PRP
had,VBD
someone,NN
who,WP
could,MD
help,VB
her,PRP$
pay,NN
her,PRP$
bills,NNS
.,.
I,PRP
wish,VBP
I,PRP
had,VBD
a,DT
nickel,NN
for,IN
every,DT
time,NN
you,PRP
complained,VBD
--,:
-,:
